,userId,movieId,rating,original_title
173,43,500,3.0,Reservoir Dogs
174,44,339,4.0,Night on Earth
175,46,1968,4.5,Fools Rush In
176,46,2762,5.0,Young and Innocent
177,46,2959,4.0,License to Wed
178,46,4226,4.0,Shriek If You Know What I Did Last Friday the Thirteenth
179,46,260,4.5,The 39 Steps
180,46,339,3.5,Night on Earth
181,46,377,4.0,A Nightmare on Elm Street
182,46,648,3.0,Beauty and the Beast
183,46,780,2.5,The Passion of Joan of Arc
184,46,788,3.0,Mrs. Doubtfire
185,46,1552,3.5,Parenthood
186,46,480,4.5,Monsoon Wedding
187,46,500,3.5,Reservoir Dogs
188,46,223,4.5,Rebecca
189,47,858,5.0,Sleepless in Seattle
190,47,2762,4.0,Young and Innocent
191,47,4226,4.5,Shriek If You Know What I Did Last Friday the Thirteenth
192,47,25,4.0,Jarhead
193,47,58,4.0,Pirates of the Caribbean: Dead Man's Chest
194,47,377,4.0,A Nightmare on Elm Street
195,47,648,3.0,Beauty and the Beast
196,47,480,3.0,Monsoon Wedding
197,47,527,4.5,Once Were Warriors
198,49,110,4.0,Three Colors: Red
199,49,858,5.0,Sleepless in Seattle
200,49,1246,4.0,Rocky Balboa
201,49,1968,4.0,Fools Rush In
202,49,2762,4.0,Young and Innocent
203,49,2959,5.0,License to Wed
204,49,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
205,49,260,5.0,The 39 Steps
206,49,377,4.0,A Nightmare on Elm Street
207,49,648,3.5,Beauty and the Beast
208,49,780,4.0,The Passion of Joan of Arc
209,49,786,4.0,Almost Famous
210,49,1552,4.0,Parenthood
211,49,480,4.0,Monsoon Wedding
212,49,500,3.5,Reservoir Dogs
213,49,527,3.5,Once Were Warriors
214,49,223,4.5,Rebecca
215,50,858,4.5,Sleepless in Seattle
216,50,2959,3.5,License to Wed
217,50,780,2.5,The Passion of Joan of Arc
218,50,480,3.0,Monsoon Wedding
219,50,527,4.0,Once Were Warriors
220,51,1968,5.0,Fools Rush In
221,52,260,5.0,The 39 Steps
222,52,648,3.0,Beauty and the Beast
223,52,780,4.0,The Passion of Joan of Arc
224,52,786,4.0,Almost Famous
225,52,788,3.0,Mrs. Doubtfire
226,53,2762,5.0,Young and Innocent
227,53,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
228,53,527,3.0,Once Were Warriors
229,53,223,5.0,Rebecca
230,54,2762,4.0,Young and Innocent
231,54,5,5.0,Four Rooms
232,54,480,5.0,Monsoon Wedding
233,54,1422,4.0,The Departed
234,55,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
235,55,648,5.0,Beauty and the Beast
236,55,1552,5.0,Parenthood
237,56,110,4.0,Three Colors: Red
238,56,858,4.0,Sleepless in Seattle
239,56,2762,4.0,Young and Innocent
240,56,2959,2.5,License to Wed
241,56,4226,2.5,Shriek If You Know What I Did Last Friday the Thirteenth
242,56,58559,3.0,Confession of a Child of the Century
243,56,5,4.0,Four Rooms
244,56,260,5.0,The 39 Steps
245,56,648,5.0,Beauty and the Beast
246,56,780,4.0,The Passion of Joan of Arc
247,56,480,5.0,Monsoon Wedding
248,56,527,3.5,Once Were Warriors
249,56,3101,3.5,I Love You to Death
250,58,110,5.0,Three Colors: Red
251,58,141,4.0,Donnie Darko
252,58,339,3.0,Night on Earth
253,58,377,4.0,A Nightmare on Elm Street
254,58,480,3.0,Monsoon Wedding
255,58,527,3.0,Once Were Warriors
256,59,2762,2.5,Young and Innocent
257,59,4226,4.0,Shriek If You Know What I Did Last Friday the Thirteenth
258,59,780,2.0,The Passion of Joan of Arc
259,59,480,1.5,Monsoon Wedding
260,60,223,5.0,Rebecca
261,62,858,4.0,Sleepless in Seattle
262,62,1246,4.0,Rocky Balboa
263,62,1968,5.0,Fools Rush In
264,62,2762,3.5,Young and Innocent
265,62,2959,5.0,License to Wed
266,62,4226,4.0,Shriek If You Know What I Did Last Friday the Thirteenth
267,62,54503,5.0,The Mystery of Chess Boxing
268,62,260,4.5,The 39 Steps
269,62,377,4.0,A Nightmare on Elm Street
270,62,648,4.5,Beauty and the Beast
271,62,780,4.0,The Passion of Joan of Arc
272,62,1552,3.0,Parenthood
273,62,480,4.0,Monsoon Wedding
274,62,500,2.5,Reservoir Dogs
275,62,223,4.5,Rebecca
276,63,110,3.5,Three Colors: Red
277,63,858,4.0,Sleepless in Seattle
278,63,1246,1.0,Rocky Balboa
279,63,2762,3.0,Young and Innocent
280,63,2959,3.5,License to Wed
281,63,4226,4.5,Shriek If You Know What I Did Last Friday the Thirteenth
282,63,260,3.0,The 39 Steps
283,63,780,3.5,The Passion of Joan of Arc
284,63,480,3.5,Monsoon Wedding
285,63,527,3.0,Once Were Warriors
286,63,223,2.0,Rebecca
287,64,110,4.0,Three Colors: Red
288,64,1246,4.0,Rocky Balboa
289,64,2762,3.5,Young and Innocent
290,64,480,4.0,Monsoon Wedding
291,64,527,4.0,Once Were Warriors
292,64,3101,3.0,I Love You to Death
293,65,110,5.0,Three Colors: Red
294,65,858,5.0,Sleepless in Seattle
295,65,1246,3.0,Rocky Balboa
296,65,1968,4.0,Fools Rush In
297,65,2762,4.0,Young and Innocent
298,65,4226,4.0,Shriek If You Know What I Did Last Friday the Thirteenth
299,65,260,5.0,The 39 Steps
300,65,648,2.0,Beauty and the Beast
301,65,780,3.0,The Passion of Joan of Arc
302,65,786,3.0,Almost Famous
303,65,788,4.0,Mrs. Doubtfire
304,65,480,4.0,Monsoon Wedding
305,65,3101,4.0,I Love You to Death
306,65,223,5.0,Rebecca
307,66,762,0.5,Monty Python and the Holy Grail
308,67,110,3.0,Three Colors: Red
309,67,858,5.0,Sleepless in Seattle
310,67,377,1.5,A Nightmare on Elm Street
311,67,780,4.5,The Passion of Joan of Arc
312,67,480,2.0,Monsoon Wedding
313,67,527,5.0,Once Were Warriors
314,68,110,3.5,Three Colors: Red
315,68,1246,5.0,Rocky Balboa
316,68,2762,5.0,Young and Innocent
317,68,2959,4.5,License to Wed
318,68,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
319,68,260,4.0,The 39 Steps
320,68,339,3.0,Night on Earth
321,68,480,4.5,Monsoon Wedding
322,68,500,2.5,Reservoir Dogs
323,68,527,5.0,Once Were Warriors
324,69,1968,4.0,Fools Rush In
325,69,2762,4.0,Young and Innocent
326,69,223,1.0,Rebecca
327,70,147,4.5,The 400 Blows
328,72,58,5.0,Pirates of the Caribbean: Dead Man's Chest
329,72,527,5.0,Once Were Warriors
330,73,2762,4.0,Young and Innocent
331,73,527,5.0,Once Were Warriors
332,74,141,3.0,Donnie Darko
333,74,260,5.0,The 39 Steps
334,74,339,4.0,Night on Earth
335,74,377,4.0,A Nightmare on Elm Street
336,74,648,2.0,Beauty and the Beast
337,74,780,4.0,The Passion of Joan of Arc
338,74,788,2.0,Mrs. Doubtfire
339,74,480,4.0,Monsoon Wedding
340,74,500,3.0,Reservoir Dogs
341,75,110,0.5,Three Colors: Red
342,75,858,5.0,Sleepless in Seattle
343,75,2762,4.0,Young and Innocent
344,75,2959,5.0,License to Wed
345,75,260,3.5,The 39 Steps
346,75,648,3.0,Beauty and the Beast
347,75,780,3.5,The Passion of Joan of Arc
348,75,480,3.0,Monsoon Wedding
349,75,500,3.5,Reservoir Dogs
350,76,2959,4.5,License to Wed
351,76,4226,3.0,Shriek If You Know What I Did Last Friday the Thirteenth
352,76,58559,3.5,Confession of a Child of the Century
353,76,260,5.0,The 39 Steps
354,76,480,5.0,Monsoon Wedding
355,76,527,3.5,Once Were Warriors
356,77,2762,5.0,Young and Innocent
357,77,223,4.0,Rebecca
358,79,1246,2.0,Rocky Balboa
359,79,1968,3.5,Fools Rush In
360,79,2762,1.0,Young and Innocent
361,79,4226,1.5,Shriek If You Know What I Did Last Friday the Thirteenth
362,79,58559,2.0,Confession of a Child of the Century
363,79,96821,3.5,Caesar Must Die
364,79,339,2.5,Night on Earth
365,79,223,3.5,Rebecca
366,80,110,5.0,Three Colors: Red
367,80,339,5.0,Night on Earth
368,80,480,4.0,Monsoon Wedding
369,81,260,5.0,The 39 Steps
370,82,110,4.0,Three Colors: Red
371,82,1246,5.0,Rocky Balboa
372,82,2762,3.0,Young and Innocent
373,82,4226,3.0,Shriek If You Know What I Did Last Friday the Thirteenth
374,82,58559,4.0,Confession of a Child of the Century
375,82,260,3.0,The 39 Steps
376,82,780,4.0,The Passion of Joan of Arc
377,82,480,4.5,Monsoon Wedding
378,83,110,0.5,Three Colors: Red
379,83,2762,4.0,Young and Innocent
380,83,58559,3.5,Confession of a Child of the Century
381,84,2762,4.5,Young and Innocent
382,86,260,4.0,The 39 Steps
383,86,527,3.0,Once Were Warriors
384,87,5,2.0,Four Rooms
385,87,141,5.0,Donnie Darko
386,87,260,5.0,The 39 Steps
387,87,648,3.0,Beauty and the Beast
388,87,780,4.0,The Passion of Joan of Arc
389,87,788,4.0,Mrs. Doubtfire
390,88,110,4.0,Three Colors: Red
391,88,339,3.0,Night on Earth
392,88,480,5.0,Monsoon Wedding
393,89,110,5.0,Three Colors: Red
394,89,858,5.0,Sleepless in Seattle
395,89,260,5.0,The 39 Steps
396,90,628,3.5,Interview with the Vampire
397,91,5,3.0,Four Rooms
398,91,79,5.0,It
399,91,141,5.0,Donnie Darko
400,91,377,3.0,A Nightmare on Elm Street
401,91,648,3.0,Beauty and the Beast
402,91,480,4.0,Monsoon Wedding
403,91,500,5.0,Reservoir Dogs
404,93,5,3.0,Four Rooms
405,93,339,4.0,Night on Earth
406,94,858,5.0,Sleepless in Seattle
407,94,2762,5.0,Young and Innocent
408,94,223,5.0,Rebecca
409,95,480,3.0,Monsoon Wedding
410,97,1246,4.5,Rocky Balboa
411,97,1968,5.0,Fools Rush In
412,97,58559,1.0,Confession of a Child of the Century
413,97,500,1.5,Reservoir Dogs
414,97,527,3.5,Once Were Warriors
415,98,110,3.5,Three Colors: Red
416,98,858,3.5,Sleepless in Seattle
417,98,1246,3.5,Rocky Balboa
418,98,2762,2.5,Young and Innocent
419,98,2959,4.5,License to Wed
420,98,4226,3.5,Shriek If You Know What I Did Last Friday the Thirteenth
421,98,260,2.5,The 39 Steps
422,98,377,2.5,A Nightmare on Elm Street
423,98,628,3.5,Interview with the Vampire
424,98,648,3.0,Beauty and the Beast
425,98,780,2.0,The Passion of Joan of Arc
426,98,480,2.0,Monsoon Wedding
427,98,527,4.0,Once Were Warriors
428,98,1092,3.5,The Third Man
429,99,260,5.0,The 39 Steps
430,99,648,4.0,Beauty and the Beast
431,99,780,3.0,The Passion of Joan of Arc
432,99,786,3.0,Almost Famous
433,101,5,4.0,Four Rooms
434,101,25,2.0,Jarhead
435,101,141,3.0,Donnie Darko
436,101,648,3.0,Beauty and the Beast
437,101,780,4.0,The Passion of Joan of Arc
438,101,786,3.0,Almost Famous
439,103,110,5.0,Three Colors: Red
440,103,339,3.0,Night on Earth
441,103,377,4.0,A Nightmare on Elm Street
442,103,480,4.0,Monsoon Wedding
443,103,500,3.0,Reservoir Dogs
444,103,527,5.0,Once Were Warriors
445,105,2762,5.0,Young and Innocent
446,105,2959,5.0,License to Wed
447,105,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
448,105,58559,4.0,Confession of a Child of the Century
449,105,780,3.5,The Passion of Joan of Arc
450,105,527,3.0,Once Were Warriors
451,106,1246,4.0,Rocky Balboa
452,106,1968,4.0,Fools Rush In
453,106,2762,3.5,Young and Innocent
454,106,2959,3.5,License to Wed
455,106,58559,4.0,Confession of a Child of the Century
456,107,2959,2.0,License to Wed
457,107,339,3.0,Night on Earth
458,108,260,4.0,The 39 Steps
459,109,110,3.5,Three Colors: Red
460,109,858,4.5,Sleepless in Seattle
461,110,2959,5.0,License to Wed
462,110,260,5.0,The 39 Steps
463,111,110,4.5,Three Colors: Red
464,111,858,4.5,Sleepless in Seattle
465,111,2959,4.5,License to Wed
466,111,58559,4.5,Confession of a Child of the Century
467,111,260,3.5,The 39 Steps
468,111,480,3.5,Monsoon Wedding
469,112,25,4.0,Jarhead
470,112,780,3.0,The Passion of Joan of Arc
471,113,260,5.0,The 39 Steps
472,114,480,3.0,Monsoon Wedding
473,115,110,5.0,Three Colors: Red
474,115,1246,5.0,Rocky Balboa
475,115,260,4.0,The 39 Steps
476,115,780,2.0,The Passion of Joan of Arc
477,115,527,5.0,Once Were Warriors
478,117,2959,4.0,License to Wed
479,117,480,1.0,Monsoon Wedding
480,118,5,3.0,Four Rooms
481,118,260,5.0,The 39 Steps
482,118,780,5.0,The Passion of Joan of Arc
483,118,786,3.0,Almost Famous
484,119,25,4.0,Jarhead
485,119,58,4.0,Pirates of the Caribbean: Dead Man's Chest
486,119,527,5.0,Once Were Warriors
487,120,110,3.0,Three Colors: Red
488,120,858,5.0,Sleepless in Seattle
489,120,1246,3.5,Rocky Balboa
490,120,1968,3.5,Fools Rush In
491,120,2762,3.5,Young and Innocent
492,120,2959,4.0,License to Wed
493,120,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
494,120,54503,4.0,The Mystery of Chess Boxing
495,120,25,4.5,Jarhead
496,120,58,3.5,Pirates of the Caribbean: Dead Man's Chest
497,120,141,3.5,Donnie Darko
498,120,260,3.0,The 39 Steps
499,120,339,3.0,Night on Earth
500,120,377,1.5,A Nightmare on Elm Street
501,120,648,2.0,Beauty and the Beast
502,120,780,2.5,The Passion of Joan of Arc
503,120,480,2.0,Monsoon Wedding
504,120,500,2.5,Reservoir Dogs
505,120,527,4.0,Once Were Warriors
506,121,260,5.0,The 39 Steps
507,123,2762,5.0,Young and Innocent
508,123,260,5.0,The 39 Steps
509,123,223,5.0,Rebecca
510,125,858,4.5,Sleepless in Seattle
511,125,4226,4.0,Shriek If You Know What I Did Last Friday the Thirteenth
512,125,780,2.5,The Passion of Joan of Arc
513,125,788,2.0,Mrs. Doubtfire
514,126,339,5.0,Night on Earth
515,126,377,5.0,A Nightmare on Elm Street
516,126,648,5.0,Beauty and the Beast
517,126,480,4.0,Monsoon Wedding
518,127,110,4.0,Three Colors: Red
519,127,339,3.0,Night on Earth
520,127,223,4.0,Rebecca
521,128,110,5.0,Three Colors: Red
522,129,2762,3.0,Young and Innocent
523,129,260,5.0,The 39 Steps
524,129,527,5.0,Once Were Warriors
525,129,3101,4.0,I Love You to Death
526,131,110,4.0,Three Colors: Red
527,131,25,3.0,Jarhead
528,131,79,2.0,It
529,131,141,3.0,Donnie Darko
530,131,339,3.0,Night on Earth
531,131,628,4.0,Interview with the Vampire
532,131,648,1.0,Beauty and the Beast
533,131,780,3.0,The Passion of Joan of Arc
534,131,786,2.0,Almost Famous
535,131,527,5.0,Once Were Warriors
536,131,223,5.0,Rebecca
537,132,110,3.0,Three Colors: Red
538,132,858,5.0,Sleepless in Seattle
539,132,1246,4.0,Rocky Balboa
540,132,1968,4.0,Fools Rush In
541,132,2762,4.0,Young and Innocent
542,132,2959,5.0,License to Wed
543,132,4226,5.0,Shriek If You Know What I Did Last Friday the Thirteenth
544,132,25,4.0,Jarhead
545,132,141,3.0,Donnie Darko
546,132,260,4.0,The 39 Steps
547,132,377,2.0,A Nightmare on Elm Street
548,132,605,3.0,The Matrix Revolutions
549,132,628,4.0,Interview with the Vampire
550,132,480,2.0,Monsoon Wedding
551,132,527,3.0,Once Were Warriors
552,132,223,4.0,Rebecca
553,133,2959,4.5,License to Wed
554,133,4226,4.5,Shriek If You Know What I Did Last Friday the Thirteenth
555,133,25,4.0,Jarhead
556,133,480,3.0,Monsoon Wedding
557,136,4226,2.5,Shriek If You Know What I Did Last Friday the Thirteenth
558,136,58559,5.0,Confession of a Child of the Century
559,138,858,2.0,Sleepless in Seattle
560,138,4226,3.5,Shriek If You Know What I Did Last Friday the Thirteenth
561,138,260,4.0,The 39 Steps
562,138,527,4.5,Once Were Warriors
563,139,110,2.0,Three Colors: Red
564,139,480,4.0,Monsoon Wedding
565,140,4226,1.0,Shriek If You Know What I Did Last Friday the Thirteenth
566,140,58559,3.5,Confession of a Child of the Century
567,140,96821,1.5,Caesar Must Die
568,141,1246,4.0,Rocky Balboa
569,141,527,5.0,Once Were Warriors
570,142,110,5.0,Three Colors: Red
571,142,147,4.0,The 400 Blows
572,142,5,2.0,Four Rooms
573,142,25,3.0,Jarhead
574,142,260,3.0,The 39 Steps
575,142,605,3.0,The Matrix Revolutions
576,142,628,4.0,Interview with the Vampire
577,142,648,2.0,Beauty and the Beast
578,142,780,1.0,The Passion of Joan of Arc
579,142,788,4.0,Mrs. Doubtfire
580,142,1552,2.0,Parenthood
581,143,858,3.0,Sleepless in Seattle
582,144,3101,3.0,I Love You to Death
583,146,110,4.5,Three Colors: Red
584,146,858,4.5,Sleepless in Seattle
585,146,58559,5.0,Confession of a Child of the Century
586,146,527,4.5,Once Were Warriors
587,147,2762,5.0,Young and Innocent
588,147,2959,5.0,License to Wed
589,147,58559,3.5,Confession of a Child of the Century
590,147,527,1.5,Once Were Warriors
591,148,58559,3.5,Confession of a Child of the Century
592,148,260,4.0,The 39 Steps
593,149,58559,3.0,Confession of a Child of the Century
594,149,260,4.0,The 39 Steps
595,150,110,4.0,Three Colors: Red
596,150,147,2.0,The 400 Blows
597,150,858,5.0,Sleepless in Seattle
598,150,1246,3.0,Rocky Balboa
599,150,1968,3.0,Fools Rush In
600,150,2762,5.0,Young and Innocent
601,150,2959,4.0,License to Wed
602,150,25,3.0,Jarhead
603,150,260,4.0,The 39 Steps
604,150,377,2.0,A Nightmare on Elm Street
605,150,648,2.0,Beauty and the Beast
606,150,762,2.0,Monty Python and the Holy Grail
607,150,780,3.0,The Passion of Joan of Arc
608,150,788,3.0,Mrs. Doubtfire
609,150,1552,3.0,Parenthood
610,150,480,4.0,Monsoon Wedding
611,150,500,3.0,Reservoir Dogs
612,150,527,4.0,Once Were Warriors
613,150,1092,3.0,The Third Man
614,150,3101,3.0,I Love You to Death
615,150,223,4.0,Rebecca
616,151,110,4.0,Three Colors: Red
617,151,147,3.0,The 400 Blows
618,151,2762,2.5,Young and Innocent
619,151,2959,4.5,License to Wed
620,151,58,4.0,Pirates of the Caribbean: Dead Man's Chest
621,151,260,3.5,The 39 Steps
622,151,339,1.5,Night on Earth
623,151,762,1.0,Monty Python and the Holy Grail
624,151,527,4.5,Once Were Warriors
625,151,3101,2.0,I Love You to Death
626,153,110,4.5,Three Colors: Red
627,153,260,5.0,The 39 Steps
628,153,762,1.0,Monty Python and the Holy Grail
629,153,780,3.0,The Passion of Joan of Arc
630,153,480,4.0,Monsoon Wedding
631,155,2959,4.0,License to Wed
632,155,527,5.0,Once Were Warriors
633,156,25,5.0,Jarhead
634,156,58,5.0,Pirates of the Caribbean: Dead Man's Chest
635,156,141,3.0,Donnie Darko
636,157,110,3.0,Three Colors: Red
637,157,260,3.0,The 39 Steps
638,157,480,4.0,Monsoon Wedding
639,157,500,1.0,Reservoir Dogs
640,157,527,4.0,Once Were Warriors
641,158,110,5.0,Three Colors: Red
642,158,2762,5.0,Young and Innocent
643,158,141,3.0,Donnie Darko
644,158,377,4.0,A Nightmare on Elm Street
645,158,648,4.0,Beauty and the Beast
646,158,780,4.0,The Passion of Joan of Arc
647,158,480,5.0,Monsoon Wedding
648,158,500,4.0,Reservoir Dogs
649,158,527,5.0,Once Were Warriors
650,158,1092,5.0,The Third Man
651,159,260,5.0,The 39 Steps
652,159,3101,3.0,I Love You to Death
653,160,1968,5.0,Fools Rush In
654,160,2762,5.0,Young and Innocent
655,160,2959,5.0,License to Wed
656,160,25,5.0,Jarhead
657,160,260,5.0,The 39 Steps
658,160,628,5.0,Interview with the Vampire
659,160,780,3.0,The Passion of Joan of Arc
660,160,480,5.0,Monsoon Wedding
661,161,858,5.0,Sleepless in Seattle
662,161,1552,1.5,Parenthood
663,164,858,5.0,Sleepless in Seattle
664,164,58559,4.5,Confession of a Child of the Century
665,164,260,4.0,The 39 Steps
666,164,780,4.0,The Passion of Joan of Arc
667,166,4226,3.0,Shriek If You Know What I Did Last Friday the Thirteenth
668,166,54503,4.0,The Mystery of Chess Boxing
669,166,58559,2.0,Confession of a Child of the Century
670,166,96821,3.0,Caesar Must Die
671,166,527,3.0,Once Were Warriors
672,167,147,2.5,The 400 Blows
673,168,5,3.0,Four Rooms
674,168,762,3.0,Monty Python and the Holy Grail
675,170,858,4.0,Sleepless in Seattle
676,170,2762,5.0,Young and Innocent
677,170,2959,4.5,License to Wed
678,170,58559,5.0,Confession of a Child of the Century
679,170,260,5.0,The 39 Steps
680,173,54503,3.5,The Mystery of Chess Boxing
681,173,58559,4.5,Confession of a Child of the Century
682,173,260,3.5,The 39 Steps
683,173,480,4.0,Monsoon Wedding
684,174,858,3.0,Sleepless in Seattle
685,174,1246,4.0,Rocky Balboa
